Company name,Email,E-Mail-Typ,Phone,URL 1,Address,Stadt,Bundesland
Ambulante Pflege humanitas - St. Georg,ambulantepflege@haus-st-georg.de,Persönlich,05527 843115,http://www.humanitas-st-georg.de,"Tannenweg 1 a, 37115 Duderstadt",Duderstadt,Niedersachsen
Ambulante Pflege Hunderdorf by OXYLIS,hunderdorf@oxylis.de,Persönlich,09422 2060080,https://oxylis.de/ambulante-pflege-hunderdorf/,"Am Sportplatz 4 , 94336 Hunderdorf",Hunderdorf,Bayern
Ambulante Pflege Janine Niepel,janine.niepel-ap@t-online.de,Persönlich,09543 4400999,http://www.ambulante-pflege-hirschaid.com,"Realschulstr. 11 , 96114 Hirschaid",Hirschaid,Bayern
Ambulante Pflege Janz,pflegejanz@t-online.de,Persönlich,05139 895816,,"Dammstraße 7, 30938 Burgwedel",Burgwedel,Niedersachsen
Ambulante Pflege JAskolka GmbH Kathrin Jaskolka,k.jaskolka@pflege-ja.de,Persönlich,02064 8287676,,"Dieselstr. 4a, 46539 Dinslaken",Dinslaken,Nordrhein-Westfalen
Ambulante Pflege Johannesstift Johannesstift Diakonie,ambulante-pflege-johannesstift@jsd.de,Persönlich,030 33609368,http://www.evangelisches-johannesstift.de,"Schönwalder Allee 26, 13587 Berlin",Berlin,Berlin
Ambulante Pflege Karin Kretschmar & Brit Hoffmann GmbH,kretschmar.hoffmann@web.de,Persönlich,03860 8989,,"Zum Petersberg 22, 19065 Pinnow",Pinnow,Mecklenburg-Vorpommern
ambulante Pflege Karin Penger,Pflege_KarinPenger@t-online.de,Sammelpostfach,02384 960096,,"Sperlingsgasse 6, 59514 Welver",Welver,Nordrhein-Westfalen
Ambulante Pflege Karin Ubl,,,05665 1889110,,"Nürnberger Str. 10, 34327 Körle",Körle,Hessen
Ambulante Pflege Keller,,,02865 60850,,"Weseler Str. 71, 46348 Raesfeld",Raesfeld,Nordrhein-Westfalen
Ambulante Pflege Kerstin Schier GmbH,,,0208 43909357,,"Duisburger Str. 288, 45478 Mülheim",Mülheim,Nordrhein-Westfalen
Ambulante Pflege Kitzingen Marktbreit,,,09321 9020828,,"ConneKT 57 , 97318 Kitzingen",Kitzingen,Bayern
Ambulante Pflege KoALA gGmbH,,,040 28466319,,"Jessenstr. 6, 22767 Hamburg",Hamburg,Hamburg
Ambulante Pflege Koblenz by Oxylis,,,,,"Carl-Spaeter-Str. 2 m, 56070 Koblenz",Koblenz,Rheinland-Pfalz
Ambulante Pflegekräfte Pflegedienst Pohl,,,040 18881776,,"Lessingstraße 1, 22087 Hamburg",Hamburg,Hamburg
Ambulante Pflege Landdienste GmbH Delmenhorst,kontakt-delmenhorst@landdienste.com,Sammelpostfach,04221 155533,http://www.landdienste.com,"Oldenburger Straße 131, 27753 Delmenhorst",Delmenhorst,Niedersachsen
Ambulante Pflege Landdienste GmbH Ganderkesee,kontakt@landdienste.de,Sammelpostfach,04222 950067,,"Ring 2, 27777 Ganderkesee",Ganderkesee,Niedersachsen
Ambulante Pflege Landdienste - Oldenburg,kontakt-oldenburg@landdienste.com,Sammelpostfach,0441 9338125,http://landdienste.de,"Ofener Straße 52, 26121 Oldenburg (Oldb)",Oldenburg (Oldb),Niedersachsen
Ambulante Pflege La Vela Inh. Maria Rabe,info@pflege-lavela.de,Sammelpostfach,04193 9804470,,"Neuer Weg 24, 24558 Henstedt-Ulzburg",Henstedt-Ulzburg,Schleswig-Holstein
Ambulante Pflege LaVie  UG (haftungsbeschränkt),verwaltung@ambulantepflege-lavie.de,Sammelpostfach,09632 6708225,http://www.ambulantepflege-lavie.de,"Konnersreuther Str. 6g , 95652 Waldsassen",Waldsassen,Bayern
Ambulante Pflege Lebenswege Benjamin Akel,info@pflege-lebenswege.de,Sammelpostfach,08267 369,,"Mindelheimer Str. 12 , 87742 Dirlewang",Dirlewang,Bayern
Ambulante Pflege Legden GmbH,,,02566 934331,,"Bergweg 8, 48739 Legden",Legden,Nordrhein-Westfalen
Ambulante Pflege Lehmann UG (haftungsbeschränkt),post@ambulante-pflege-lehmann.de,Sammelpostfach,0331 74096891,http://www.ambulante-pflege-lehmann.de/,"Anni-von-Gottberg-Str 8, 14480 Potsdam",Potsdam,Brandenburg
Ambulante Pflege Lindenhof,pflegelind@yahoo.de,Persönlich,0251 2875628,,"Idenbrockplatz 21, 48159 Münster",Münster,Nordrhein-Westfalen
Ambulante Pflege Lisanne GmbH,pflege-lisanne@web.de,Sammelpostfach,030 64472177,http://www.pflege-lisanne.de,"Treskowallee 110, 10318 Berlin",Berlin,Berlin
Ambulante Pflege Lobetal,,,038855 50105,http://www.lobetal-luebtheen.de,"Lobetal 5, 19249 Lübtheen",Lübtheen,Mecklenburg-Vorpommern
Ambulante Pflege Lordick GmbH,,,02041 379837,,"Horster Str. 230, 46238 Bottrop",Bottrop,Nordrhein-Westfalen
Ambulante Pflege Lübeck,pflege@asb-luebeck.de,Sammelpostfach,0451 67500,http://www.asb-luebeck.de,"Höschstr. 1, 23560 Lübeck",Lübeck,Schleswig-Holstein
Ambulante Pflege Main Helfer GmbH Ambulanter Pflegedienst,,,069 36604299,,"Schulstr. 37, 60594 Frankfurt",Frankfurt,Hessen
Ambulante Pflege Main-Kinzig-Kliniken gGmbH Pflegestation Sinntal Frau Schauberger,,,06051 870,,"Michaelspfad 2, 36391 Sinntal",Sinntal,Hessen
Ambulante Pflege medicur Hamburg-Billstedt GmbH,info@medicur24.de,Sammelpostfach,040 7310650,,"Billstedter Hauptstr. 34-36, 22111 Hamburg",Hamburg,Hamburg
Ambulante Pflege Medikos GmbH,ambulantpflege-medikosug@web.de,Persönlich,0208 88272777,,"Kardinal-Graf-Galen-Str. 18, 45468 Mülheim an der Ruhr",Mülheim an der Ruhr,Nordrhein-Westfalen
Ambulante Pflege Michels GmbH,,,02385 922030,,"Bergstr. 51a, 59069 Hamm",Hamm,Nordrhein-Westfalen
Ambulante Pflege Michelshoven,t.dempwolf@diakonie-michaelshoven.de,Persönlich,0221 353035,,"Sürther Str. 156, 50999 Köln",Köln,Nordrhein-Westfalen
Ambulante Pflege mit Herz (Faßberg),ambulante-pflege-mit-herz@gmx.de,Persönlich,05055 590580,,"Marktweg 26, 29328 Faßberg",Faßberg,Niedersachsen
Ambulante Pflege mit Herz (Schwandorf),info@pflege-mit-herz-sad.de,Sammelpostfach,09431 798798,http://www.pflege-mit-herz-sad.de,"Hoher-Bogen-Str. 20 , 92421 Schwandorf",Schwandorf,Bayern
Ambulante Pflege mit Herz (Schwangau),info@pflege-mit-herz.biz,Sammelpostfach,08362 929821,http://www.pflege-mit-herz.biz,"Mitteldorf 19 , 87645 Schwangau",Schwangau,Bayern
Ambulante Pflege mit Herz GbR,ambulantepflegemitherz@gmx.de,Persönlich,0331 64730004,,"Zum Jagenstein 1, 14478 Potsdam",Potsdam,Brandenburg
Ambulante Pflege mit Herz Inhaberin Claudia Teckentrup,info@pflege-mit-herz-borchen.de,Sammelpostfach,0176 76552120,http://www.pflege-mit-herz-borchen.de,"Stadtweg 12, 33178 Borchen",Borchen,Nordrhein-Westfalen
Ambulante Pflege mit Herz Iselersheim,ambulantepflege.iselersheim@gmail.com,Persönlich,04769 3335737,,"Neuendamm 94, 27432 Bremervörde",Bremervörde,Niedersachsen
Ambulante Pflege Mitte,info@caritas-gelsenkirchen.de,Sammelpostfach,0209 15759020,,"Knappschaftstr. 5, 45886 Gelsenkirchen",Gelsenkirchen,Nordrhein-Westfalen
Ambulante Pflege   Mitten im Leben,info@pflegedienst-gollas.de,Sammelpostfach,06021 610149,http://www.pflegemittenimleben.de,"Schollstraße 2 , 63808 Haibach",Haibach,Hessen
Ambulante Pflege Murnau - Oberland GmbH,info@amb-pflege-mo.de,Sammelpostfach,08841 4490,http://www.amb-pflege-mo.de,"Johannisstr. 11 , 82418 Murnau",Murnau,Bayern
Ambulante Pflege Neustadt Daheim ist Daheim B. Honig & M. Rausch-Immel GbR,,,06692 2020206,,"Am Gelicht 2, 35279 Neustadt",Neustadt,Hessen
Ambulante Pflege Neutz,ambulantepflegeneutz@web.de,Persönlich,08446 9295494,http://www.ambulantepflegeneutz.de,"Münchener Str. 6 , 85309 Pörnbach",Pörnbach,Bayern
Ambulante Pflege  Nymphenburg,ambulant.nymphenburg@pichlmayr.de,Sammelpostfach,08721 50680,,"Ginhardtstraße 4a , 80639 München",München,Bayern
ambulante Pflege Ochsenfurt,ambulantepflege@kvwuerzburg.brk.de,Persönlich,09331 222221,http://www.kvwuerzburg.brk.de,"Uffenheimer Str. 16b , 97199 Ochsenfurt",Ochsenfurt,Bayern
Ambulante Pflege Oppum,,,02151 6504715,,"Bischofstr. 10, 47809 Krefeld",Krefeld,Nordrhein-Westfalen
Ambulante Pflege Pankow der Volkssolidarität,ap-pankow@volkssolidaritaet.de,Persönlich,030 403661620,http://www.volkssolidaritaet.de,"Schönholzer Str. 4 c, 13187 Berlin",Berlin,Berlin
Ambulante Pflege Pfaffing,amb.pflege-pfaffing@web.de,Persönlich,08094 9440,http://www.pflege-pfaffing.de,"Steinbuchstraße 1 , 83539 Pfaffing",Pfaffing,Bayern
"ambulante Pflege ""Pflegeengel""",Pflegeengel.sg@outlook.de,Persönlich,05068 7564356,,"Hauptstraße 9, 31008 Elze",Elze,Niedersachsen
Ambulante Pflege Pforzheim by Oxylis,,,07231 4739010,,"Karlsruher Str. 91, 75179 Pforzheim",Pforzheim,Baden-Württemberg
Ambulante Pflege PHG,info@phg-du.de,Sammelpostfach,0203 348760,,"Gehrstr. 54, 47167 Duisburg",Duisburg,Nordrhein-Westfalen
Ambulante Pflege Pilsensee,pdl.ambulant@seniorenquartier-pilsensee.de,Persönlich,08152 9041016,http://www.seniorenquartier-pilsensee.de,"Anton-Ettmayr-Str. 6 , 82229 Seefeld",Seefeld,Bayern
Ambulante Pflege Plus - Inh. Thomas Pitone,thomas.pitone@yahoo.de,Persönlich,0209 35988305,,"Frankampstr. 49, 45891 Gelsenkirchen",Gelsenkirchen,Nordrhein-Westfalen
"Ambulante Pflege ""Prignitzsonne"" llka Roßmann",prignitzsonne-buero@t-online.de,Persönlich,03395 309502,,"Dörfelstr. 8, 16928 Pritzwalk",Pritzwalk,Brandenburg
Ambulante Pflege Quartierszentrum Fischeln,heidi-schwarz@sh-kr.de,Persönlich,,,"Hafelsstr. 52, 47807 Krefeld",Krefeld,Nordrhein-Westfalen
Ambulante Pflege Queens GbR Özge Özgür & Orhan Günes,,,,,"Mühlweg 45, 67117 Limburgerhof",Limburgerhof,Rheinland-Pfalz
Ambulante Pflege Reha-Steglitz,ambulantepflege@reha-steglitz.de,Persönlich,030 319805050,http://www.reha-steglitz.de,"Bergstr. 1, 12169 Berlin",Berlin,Berlin
Ambulante Pflege - Rohde & Schmid,info@careville-aicha.de,Sammelpostfach,08544 9743947,,"Hofmarkstr. 9 , 94529 Aicha vorm Wald",Aicha vorm Wald,Bayern
Ambulante Pflege Rosenblatt,pflegedienst-rosenblatt@fuehrergruppe.de,Sammelpostfach,05721 992390,https://pflegedienst-rosenblatt.de,"Hüttenstraße 13, 31655 Stadthagen",Stadthagen,Niedersachsen
Ambulante Pflege Rosengarten,,,02361 582870,,"Dorstener Straße 102a, 45657 Recklinghausen",Recklinghausen,Nordrhein-Westfalen
Ambulante Pflege Rowland und Scherzer GbR,,,06190 9355404,,"Am Eisernen Steg 20, 65795 Hattersheim",Hattersheim,Hessen
Ambulante Pflege Rüdiger Hinck GmbH,r.hinck@tagespflege-hemmoor.de,Persönlich,04771 88809400,,"Stader Strasse 62, 21745 Hemmoor",Hemmoor,Schleswig-Holstein
Ambulante Pflege Scheel,info@ambulante-pflege-scheel.de,Sammelpostfach,04321 25150,,"Gadelander Str. 172, 24539 Neumünster",Neumünster,Schleswig-Holstein
Ambulante Pflege Schillerpark Johannesstift Diakonie,Schillerpark-Ambulant@evangelisches-johannesstift.de,Persönlich,030 37439761,http://www.evangelisches-johannesstift.de,"Reinickendorfer Straße 61, 13347 Berlin",Berlin,Berlin
Ambulante Pflege Schmidt,post@pflegedienst-schmidt.de,Sammelpostfach,038424 22544,http://www.pflegedienst-schmidt.de,"Zum Papenberg 8, 23996 Lutterstorf",Lutterstorf,Schleswig-Holstein
Ambulante Pflege Schorfheide,info@Livana-care.de,Sammelpostfach,01511 8505980,,"Altenhofer Dorfstraße 41, 16244 Schorfheide",Schorfheide,Brandenburg
Ambulante Pflege Schwebheim,ambulanter-pflegedienst@awo-unterfranken.de,Persönlich,09723 9327863,http://www.awo-unterfranken.de,"Pfefferminzweg 7a , 97525 Schwebheim",Schwebheim,Bayern
Ambulante Pflege Schwester Gabi Frau Gabriele Schiller,ambulantepflege.schwestergabi@web.de,Persönlich,033962 50203,,"Wiesenweg 2, 16909 Blandikow",Blandikow,Brandenburg
Ambulante Pflege Schwester Julia,Pflegedienst-Schwester-Julia@t-online.de,Sammelpostfach,033977 507784,,"Döllener Str. 40, 16866 Gumtow",Gumtow,Brandenburg
Ambulante Pflege Sengermann,gerritsengermann@yahoo.de,Persönlich,0170 7300456,,"Otto-Ralfs-Str. 1, 25548 Auufer",Auufer,Schleswig-Holstein
Ambulante Pflege Silke Eichler,eichler.ap@t-online.de,Persönlich,0511 7860007,http://ambulante-pflege-silke-eichler.de,"Hauptstraße 14, 30855 Langenhagen",Langenhagen,Niedersachsen
Ambulante Pflege Siloah,,,07231 181950,,"Kaiser-Wilhelm-Str. 10, 75179 Pforzheim",Pforzheim,Baden-Württemberg
Ambulante Pflege Sögel,ambulantepflege@hospital-soegel.de,Persönlich,05952 2092296,http://www.hospital-soegel.de,"Mühlenstraße 17, 49751 Sögel",Sögel,Niedersachsen
Ambulante Pflege Sonja Kauschinger,sonja@altenhilfe-st-georg.de,Persönlich,09929 9598875,http://www.altenhilfe-st-georg.de,"Wolfertsried 12 , 94250 Achslach",Achslach,Bayern
Ambulante Pflege Sonn,uli-sonn@marianus-mobil.de,Persönlich,04131 7273404,http://www.marianus-mobil.de,"Steinstraße 4, 21357 Bardowick",Bardowick,Schleswig-Holstein
Ambulante Pflege & Sozialstation Dorn GbR,,,,,"Hauptstr. 25, 67141 Neuhofen",Neuhofen,Rheinland-Pfalz
Ambulante Pflege Sprave,,,02305 97390,,"Stahlbaustr. 8, 44577 Castrop-Rauxel",Castrop-Rauxel,Nordrhein-Westfalen
"Ambulante Pflegestation ATLANTA GbR  Emil German, Gennady German",info-atlanta-pflege@gmx.de,Sammelpostfach,03379 3222115,,"Attilastr. 18, 12529 Schönefeld",Schönefeld,Berlin
Ambulante Pflegestation des Caritasvereins e. V.,caritasverein.solln@t-online.de,Persönlich,089 794135,http://www.pfarrverband-solln.de/st-johann-baptist/soziales/caritas-verein.html,"Grünbauerstr. 45 , 81479 München",München,Bayern
Ambulante Pflegestation Ehret Inh. Carsten Ehret Ambulanter Pflegedienst,,,06256 217602,,"Jakob-Müller-Str. 18, 68623 Lampertheim",Lampertheim,Baden-Württemberg
Ambulante Pflegestation Hofheim GmbH,,,06241 985023,,"Schubertstr. 14, 68623 Lampertheim",Lampertheim,Baden-Württemberg
Ambulante Pflege Steffen Ziaja,,,0621 338860,,"Marie-Bernays-Platz 13, 68309 Mannheim",Mannheim,Baden-Württemberg
Ambulante Pflege Stelmaszyk,pflege-stelmaszyk@gmx.de,Sammelpostfach,02365 605178,http://www.pflegedienst-stelmaszyk.de,"Victoriastraße 125, 45772 Marl",Marl,Nordrhein-Westfalen
Ambulante Pflege Stiftung Anscharhöhe,,,040 4669315,,"Nedderfeld 110 K, 22529 Hamburg",Hamburg,Hamburg
Ambulante Pflege St. Josef GmbH,info@ambulantepflege-st-josef.de,Sammelpostfach,09081 9024805,http://www.ambulantepflege-st-josef.de,"Hauptstraße 1 , 86756 Reimlingen",Reimlingen,Bayern
Ambulante Pflege St. Markus,info.stm-ap@martha-stiftung.de,Sammelpostfach,040 43273131,,"Gärtnerstr. 63, 20253 Hamburg",Hamburg,Hamburg
Ambulante Pflege Stüber,ambulante@pflege-stueber.de,Persönlich,0871 9668483,,"Edelweißstr. 20 , 84032 Landshut",Landshut,Bayern
Ambulante Pflege Sturm Inhaber Florian Sturm,ambulantepflegesturm@outlook.de,Persönlich,09921 9062355,http://www.ambulante-pflege-sturm.de,"Bahnhofstr. 21 , 94209 Regen",Regen,Bayern
Ambulante Pflege St. Vinzenz,info@ambulantepflege-st-vinzenz.de,Sammelpostfach,09081 257323,http://www.st-vinzenz-noerdlingen.de,"An der Reimlinger Mauer 1 , 86720 Nördlingen",Nördlingen,Bayern
Ambulante Pflege Südwestpfalz by Oxylis,,,,,"Alleestr. 1, 66953 Pirmasens",Pirmasens,Saarland
Ambulante Pflege  Süß u. Lichtinger,,,09952 9336593,http://www.pflegedienst-eichendorf.de,"Bergstraße 10b , 94428 Eichendorf",Eichendorf,Bayern
Ambulante Pflege Sunpark Johannesstift Diakonie,ambulante-pflege-sunpark@jsd.de,Persönlich,030 62987150,http://www.sunpark.de,"Mariendorfer Weg 27, 12051 Berlin",Berlin,Berlin
Ambulante Pflege Tabita GmbH,,,0661 9011425,,"Petersberger Str. 105, 36100 Petersberg",Petersberg,Hessen
Ambulante Pflege Team Beatmung Johannesstift Diakonie,ambulante-pflege-team-beatmung@jsd.de,Persönlich,030 94802352,http://www.pgdiakonie.de,"Lindenberger Weg 27, 13125 Berlin",Berlin,Berlin
Ambulante Pflege Träutlein GmbH,pdl@pflegeteam-traeutlein.de,Persönlich,06223 9543019,,"Hauptstr. 77, 69151 Neckargemünd",Neckargemünd,Baden-Württemberg
Ambulante Pflege Tripp GmbH & Co. KG,info@pflege-tripp.de,Sammelpostfach,0209 9729660,http://www.pflege.tripp.de,"Bahnhofstr. 63, 45701 Herten",Herten,Nordrhein-Westfalen
Ambulante Pflege u. Betreuung Clemens-Kessler-Haus,ambulante.pflege@kvostallgaeu.brk.de,Persönlich,08342 916047,http://www.brk-ostallgaeu.de/ambulante-pflege,"Mühlsteig 33 , 87616 Marktoberdorf",Marktoberdorf,Bayern
Ambulante Pflege Ulbrich & Flögel GbR,info@pflege-nsv.de,Sammelpostfach,08639 9851610,,"Josef-Martin-Bauer-Str. 18 , 84494 Neumarkt St. Veit",Neumarkt St. Veit,Bayern
Ambulante Pflege Ullrich,info@pflegepostau.de,Sammelpostfach,08702 949220,,"Hauptstr. 32 , 84103 Postau",Postau,Bayern
"Ambulante Pflege und Betreuung ""Alternative "" GmbH Ambulanter Pflegedienst",,,06181 5089220,,"Sprendlinger Landstr. 3, 63069 Offenbach",Offenbach,Hessen
Ambulante Pflege und Betreuung Kerps UG,,,02271 94332,,"Thorrer Str. 3, 50127 Bergheim",Bergheim,Nordrhein-Westfalen
Ambulante Pflege und Betreuung Patrick Stangl GmbH,kontakt@pflegeundbetreuung-stangl.de,Sammelpostfach,0351 4210044,,"Freiligrathstraße 4 - 6, 01157 Dresden",Dresden,Sachsen
Ambulante Pflege- und Betreuunsdienste Caritasverband Remscheid,e.haeger@caritas-remscheid.de,Persönlich,02191 49110,,"Blumenstr. 9, 42853 Remscheid",Remscheid,Nordrhein-Westfalen
"Ambulante Pflege ""Undine"" GmbH",Peggy.Suenram@undine-pflege.de,Persönlich,038392 36046,http://www.undine-pflege.de,"Bachstraße 16, 18546 Sassnitz",Sassnitz,Mecklenburg-Vorpommern
Ambulante Pflege unter den Eichen,moin@pflege-unterdeneichen.de,Persönlich,04482 9738980,,"Unter den Eichen 5A, 26209 Hatten",Hatten,Niedersachsen
Ambulante Pflege Vigna GmbH,ambulant-vigna@gmx.de,Sammelpostfach,0911 41093669,,"Siegmundstraße 155 , 90431 Nürnberg",Nürnberg,Bayern
Ambulante Pflege Vital Care Tytarchuk,tetiana.tytarchuk@googlemail.com,Persönlich,0178 7310820,,"Brinkstr. 68, 58097 Hagen",Hagen,Nordrhein-Westfalen
Ambulante Pflege von Appen GmbH,info@von-appen.com,Sammelpostfach,040 8007776,,"Rugenbarg 1, 22549 Hamburg",Hamburg,Hamburg
ambulante Pflege von hier,pflegevonhier@t-online.de,Persönlich,05746 890440,,"Neue Mühle 2, 32289 Rödinghausen",Rödinghausen,Nordrhein-Westfalen
Ambulante Pflege Weilerswist by Oxylis,weilerswist@oxylis.de,Persönlich,02251 52429,,"Meckenheimer Str. 47, 53919 Weilerswist",Weilerswist,Nordrhein-Westfalen
Ambulante Pflege Weißensee/Hohenschönhausen der Volkssolidarität,ap-weissensee@volkssolidaritaet.de,Persönlich,030 9302810,http://www.volkssolidaritaet.de,"Berliner Allee 261 - 269, 13088 Berlin",Berlin,Berlin
Ambulante PflegeWelt,hilfe@ambulante-pflegewelt.de,Persönlich,0231 95096844,http://www.ambulante-pflegewelt.de,"Hengsener Str. 8, 44309 Dortmund",Dortmund,Nordrhein-Westfalen
Ambulante Pflege Werther,info@wittekind-pflegedienst.de,Sammelpostfach,05203 9190300,,"Engerstr. 30b, 33824 Werther",Werther,Nordrhein-Westfalen
Ambulante Pflege Westmünsterland/St. Marien Pflegedienst,,,02561 992099,,"Wüllner Str. 101, 48683 Ahaus",Ahaus,Nordrhein-Westfalen
Ambulante Pflege Wettbergen,Agnieszka.Czok@bethel.de,Persönlich,0511 26134913,http://www.bethel-im-norden.de,"Bergfeldstraße 32, 30457 Hannover",Hannover,Niedersachsen
Ambulante Pflegewiese,info@pflege-wiese.de,Sammelpostfach,0941 81071515,https://www.pflege-wiese.de,"Hauptstraße 7 , 93197 Zeitlarn",Zeitlarn,Bayern
Ambulante Pflege Wilhelminum,info@ambulante-pflege-wilhelminum.de,Sammelpostfach,0531 33547700,http://www.ambulante-pflege-wilhelminum.de,"Bevenroder Straße 136, 38108 Braunschweig",Braunschweig,Niedersachsen
Ambulante Pflege Wittmund,wr-witt@curaliving.de,Persönlich,04462 9159300,,"Leepenser Weg 1 - 3, 26409 Wittmund",Wittmund,Niedersachsen
Ambulante Pflege Wohnen und Leben GmbH,info@WuL-Arnsberg.de,Sammelpostfach,02931 963180,http://www.wul-arnsberg.de,"Fuchspfad 1A, 59821 Arnsberg",Arnsberg,Nordrhein-Westfalen
Ambulante Pflege Wohnfit GbR,info@wohnfit.com,Sammelpostfach,02871 182367,https://www.wohnfit.com,"Münsterstr. 11a, 46397 Bocholt",Bocholt,Nordrhein-Westfalen
Ambulante Pflege Würzburg,ambulante.pflege@awo-unterfranken.de,Persönlich,0931 45255255,http://www.ambulante-pflege-wuerzburg.de,"Jägerstraße 15 , 97082 Würzburg",Würzburg,Bayern
Ambulante Pflege Wurzen,pflege-wurzen@vs-lpz.de,Sammelpostfach,03425 904523,,"Straße des Friedens 18, 04808 Wurzen",Wurzen,Thüringen
Ambulante Pflegezeit GmbH,info@ambulantepflegezeit.de,Sammelpostfach,09197 6256520,http://www.ambulantepflegezeit.de,"Geschwand 121 , 91286 Obertrubach",Obertrubach,Bayern
Ambulante Pflege Zitser,ambulantezitser@gmail.com,Persönlich,0176 41659631,http://ambulantezitser@gmail.com,"Blumlage 127, 29221 Celle",Celle,Niedersachsen
Ambulante Pflege Zuhause leben e.V.,,,0711 67445851,,"Rotebühlstr. 102, 70178 Stuttgart",Stuttgart,Baden-Württemberg
Ambulante Pflege Zwinscher,apz-ilmenau@zl-altenpflege.de,Persönlich,03677 8929830,,"Langewiesener Straße 19 a, 98693 Ilmenau",Ilmenau,Thüringen
Ambulanter Alten/Krankenpflegedienst Gerlinde Rusnak,info@pflegedienstrusnak.de,Sammelpostfach,089 1415012,http://www.pflegedienstrusnak.de,"Am Blütenanger 27b , 80995 München",München,Bayern
Ambulanter Alten- u. Krankenpflegedienst Irmgard Riedel-Schleicher,schleicher-berg@t-online.de,Persönlich,08171 407956,http://www.pflegedienst-schleicher.de,"Lärchenweg 35 , 82335 Berg",Berg,Bayern
Ambulanter Alten- und Krankenpflegedienst Bergen GbR Beate Linck & Martina Nutz,pflegedienst-bergen@t-online.de,Sammelpostfach,03838 255717,,"Straße der DSF 6, 18528 Bergen auf Rügen",Bergen auf Rügen,Mecklenburg-Vorpommern
Ambulanter Alten- und Krankenpflegedienst Famili(E)Va GmbH,info@famili-e-va.de,Sammelpostfach,0511 54353140,http://www.famili-e-va.de,"Würzburger Straße 17, 30880 Laatzen",Laatzen,Niedersachsen
"Ambulanter Alten- und Krankenpflegedienst GmbH ""Medservice""",,,0231 5574941,,"Karl-Zahn-Str. 7a, 44141 Dortmund",Dortmund,Nordrhein-Westfalen
Ambulanter Alten- und Krankenpflegedienst Heike Kühn,info@pflegedienst-marktindersdorf.de,Sammelpostfach,08136 8091162,http://www.pflegedienst-marktindersdorf.de,"Ludwig-Thoma-Str. 30 , 85229 Markt Indersdorf",Markt Indersdorf,Bayern
